SEXO;FORMA_INGRESSO;COTA2;FORMA_EVASAO2;COD_CURSO;ANO_INGRESSO;DT_EVASAO;ANO_EVASAO;PSC;Enem-L;Enem-CH;Enem-CN;Enem-M;Enem-R;EnemTotal;NotaAL1;NotaAL2;NotaC1;NotaIP;NotaAED1;CR-1P;N-MATR;N-DISC-APRV;N-DISC-APRV-1P;TX-INTEGR-DISC;TX-APROV-DISC;TX-APROV-DISC-1P;TX-APROVEIT-DISC
M;PSC;AC;Sem Evasão;IE17;2017;;;;;;;;;;1.43;;0;0.53;0;1.212;10;0;0;0;0;0;0
M;PSC;AC;Sem Evasão;IE17;2017;;;;;;;;;;9.77;;10;8.87;8.63;9.090769231;29;21;5;0.477272727;0.724137931;1;0.954545455
M;SISU;IndepRenda;Sem Evasão;IE17;2015;;;;602.2;668.2;594.4;508.3;640.0;602.62;6.33;;4.61;8.55;9.09;7.503636364;42;35;5;0.795454545;0.833333333;1;0.795454545
F;SISU;AC;Desistente;IE17;2017;05/11/2018;2018;;639.5;590.2;610.2;684.1;720.0;648.8;0;;;0;;0;6;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE17;2013;;;;581.4;650.6;569.3;670.5;640.0;622.36;5.07;;0.5;6;;3.608181818;30;7;4;0.159090909;0.233333333;0.8;0.106060606
M;PSC;AC;Sem Evasão;IE17;2014;;;;398.5;591.8;485.2;595.6;500.0;514.22;8.22;;2.33;1.22;2.54;5.543;60;37;4;0.840909091;0.616666667;0.8;0.672727273
F;PSC;AC;Sem Evasão;IE17;2015;;;;;;;;;;5.33;;;2.55;1.24;4.719090909;31;12;3;0.272727273;0.387096774;0.6;0.272727273
F;PSC;AC;Sem Evasão;IE17;2016;;;;547.6;614.5;431.2;411.7;620.0;525;0;;0.27;0.07;0;1.855555556;16;2;2;0.045454545;0.125;0.4;0.060606061
F;SISU;AC;Sem Evasão;IE17;2016;;;;595.9;617;587.4;705.3;760.0;653.12;0.89;;0;0.89;;1.4225;15;1;1;0.022727273;0.066666667;0.2;0.03030303
M;SISU;AC;Sem Evasão;IE17;2017;;;;613.8;618.9;628.4;599.7;700.0;632.16;2.67;;0.78;4.93;1.07;4.680833333;20;10;2;0.227272727;0.5;0.4;0.454545455
M;SISU;AC;Desistente;IE17;2012;04/07/2018;2018;;;;;;;;0.55;;5;0;;2.463333333;46;4;1;0.090909091;0.086956522;0.2;0.051948052
F;PSC;Renda;Sem Evasão;IE17;2016;;;;501.2;539.5;435;396.6;580.0;490.46;0.89;;0.33;1.58;4.46;3.788888889;36;12;2;0.272727273;0.333333333;0.4;0.363636364
M;PSC;AC;Sem Evasão;IE17;2015;;;;530.3;586.1;497.9;582.3;580.0;555.32;0;;0;0.67;1.05;1.918181818;23;3;2;0.068181818;0.130434783;0.4;0.068181818
M;PSC;AC;Sem Evasão;IE17;2018;;;;;;;;;;6.73;7.53;2.44;7.44;1.96;6.47;14;8;4;0.181818182;0.571428571;0.8;0.727272727
M;PSC;Renda;Sem Evasão;IE17;2015;;;;;;;;;;1.67;;0;0.31;0.63;1.851;20;2;1;0.045454545;0.1;0.2;0.045454545
M;SISU;AC;Desistente;IE17;2012;20/12/2018;2018;;;;;;;;6.29;;5.53;5.02;;3.862857143;60;23;4;0.522727273;0.383333333;0.8;0.298701299
F;SISU;IndepRenda;Sem Evasão;IE17;2014;;;;;;;;;;9.78;;8.27;9.78;5.66;8.547;56;38;5;0.863636364;0.678571429;1;0.690909091
M;PSC;AC;Sem Evasão;IE17;2016;;;;;;;;;;5.56;;0.3;3.57;0.27;4.77;38;24;4;0.545454545;0.631578947;0.8;0.727272727
M;PSC;IndepRenda;Sem Evasão;IE17;2018;;;;;;;;;;1.91;1;0;8.7;6.64;5.464;15;6;2;0.136363636;0.4;0.4;0.545454545
M;SISU;IndepRenda;Sem Evasão;IE17;2017;;;;595.2;595.9;539.4;598.3;740.0;613.76;5;;6.27;7.65;5.29;7.046923077;31;22;5;0.5;0.709677419;1;1
M;PSC;AC;Sem Evasão;IE17;2015;;;;495.2;537.3;519.8;513.1;440.0;501.08;3.83;;0;0.33;0.24;2.03;17;3;1;0.068181818;0.176470588;0.2;0.068181818
M;PSC;AC;Sem Evasão;IE17;2016;;;;582.3;655.8;435.9;363.6;620.0;531.52;0.67;;0;4.66;6.71;5.105555556;30;8;2;0.181818182;0.266666667;0.4;0.242424242
M;SISU;AC;Sem Evasão;IE17;2016;;;;616.1;655.3;636.3;643;800.0;670.14;7.83;;6.33;8.25;;7.450434783;48;27;3;0.613636364;0.5625;0.6;0.818181818
M;SISU;AC;Sem Evasão;IE17;2017;;;;647.3;605.9;586.8;735;540.0;623;7.33;;5.5;6.77;;6.346470588;30;12;3;0.272727273;0.4;0.6;0.545454545
M;SISU;AC;Sem Evasão;IE17;2016;;;;615.9;684.1;623.3;690.6;700.0;662.78;10;;10;10;10;9.716363636;40;34;5;0.772727273;0.85;1;1.03030303
M;PSC;IndepRenda;Sem Evasão;IE17;2016;;;;;;;;;;0.22;;;1.16;;1.158;8;0;0;0;0;0;0
M;PSC;AC;Sem Evasão;IE17;2015;;;;584.6;654.8;587.2;598.1;460.0;576.94;5;;0.96;8.05;5.22;5.873636364;45;28;5;0.636363636;0.622222222;1;0.636363636
M;SISU;AC;Sem Evasão;IE17;2017;;;;628;632.3;594.7;683.5;720.0;651.7;4.67;;0.44;3.43;0.17;4.52;21;8;3;0.181818182;0.380952381;0.6;0.363636364
M;SISU;AC;Sem Evasão;IE17;2017;;;;658.7;675.8;633;741.9;600.0;661.88;2.33;;0.96;7.01;5.19;6.217272727;28;16;4;0.363636364;0.571428571;0.8;0.727272727
M;PSC;AC;Sem Evasão;IE17;2018;;;;537.1;516.3;584.7;522.9;580.0;548.2;3.16;0.38;1.33;0.2;;3.50875;11;3;1;0.068181818;0.272727273;0.2;0.272727273
M;SISU;IndepRenda;Desistente;IE17;2014;04/07/2018;2018;;586.5;628.9;587.7;619.6;640.0;612.54;6.22;;0;3.49;0;3.352222222;14;4;4;0.090909091;0.285714286;0.8;0.072727273
M;SISU;AC;Desistente;IE17;2015;04/07/2018;2018;;582.3;604.4;579.3;542;800.0;621.6;0;;;0;;0.314;5;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE17;2013;;;;;;;;;;7.82;;5.65;5.95;;5.180526316;67;26;2;0.590909091;0.388059701;0.4;0.393939394
M;SISU;Renda;Sem Evasão;IE17;2015;;;;611.6;642.8;561.3;427.4;660.0;580.62;1.33;;0;0.45;0.18;2.17;17;3;2;0.068181818;0.176470588;0.4;0.068181818
F;PSC;IndepRenda;Sem Evasão;IE17;2017;;;;;;;;;;0.33;;;0.88;0.33;3.1;11;3;1;0.068181818;0.272727273;0.2;0.136363636
F;PSC;AC;Sem Evasão;IE17;2016;;;;560.1;579.1;518;443.5;640.0;548.14;0;;0;0;0;1.814444444;23;3;1;0.068181818;0.130434783;0.2;0.090909091
M;SISU;IndepRenda;Sem Evasão;IE17;2018;;;;625.7;586.1;573.2;760.5;600.0;629.1;3.22;0.64;0;9.3;6.6;5.877;14;7;3;0.159090909;0.5;0.6;0.636363636
F;PSC;AC;Sem Evasão;IE17;2018;;;;;;;;;;8.2;6.39;2.67;8.41;4.29;7.122;12;8;4;0.181818182;0.666666667;0.8;0.727272727
F;PSC;AC;Sem Evasão;IE17;2014;;;;;;;;;;5.11;;0.17;0;0;3.225;28;4;3;0.090909091;0.142857143;0.6;0.072727273
M;PSC;AC;Sem Evasão;IE17;2014;;;;;;;;;;5.33;;1.33;6.85;4.73;5.461;32;16;5;0.363636364;0.5;1;0.290909091
M;PSC;AC;Sem Evasão;IE17;2015;;;;;;;;;;5.33;;5;4.39;3.71;5.920769231;47;34;4;0.772727273;0.723404255;0.8;0.772727273
M;SISU;IndepRenda;Sem Evasão;IE17;2017;;;;636.8;632.5;592.2;430;760.0;610.3;0;;;0.35;;2.471428571;8;2;2;0.045454545;0.25;0.4;0.090909091
M;PSC;AC;Sem Evasão;IE17;2014;;;;;;;;;;7.89;;1.1;2.05;1.18;5;38;12;4;0.272727273;0.315789474;0.8;0.218181818
F;PSC;Renda;Sem Evasão;IE17;2018;;;;;;;;;;6.11;5.7;1.78;9;5.45;6.498181818;15;10;4;0.227272727;0.666666667;0.8;0.909090909
M;SISU;AC;Sem Evasão;IE17;2016;;;;619.6;656.1;570;691.3;760.0;659.4;0;;;0;;0;5;0;0;0;0;0;0
M;PSC;AC;Desistente;IE17;2014;04/07/2018;2018;;;;;;;;2.45;;0.17;0.22;;3.05375;13;7;2;0.159090909;0.538461538;0.4;0.127272727
M;PSC;AC;Sem Evasão;IE17;2015;;;;;;;;;;4;;0.83;2.65;0.71;4.056;42;10;3;0.227272727;0.238095238;0.6;0.227272727
M;SISU;Renda;Sem Evasão;IE17;2015;;;;594.2;609.4;555.8;585.4;720.0;612.96;1;;;4.57;4.47;5.283333333;43;29;2;0.659090909;0.674418605;0.4;0.659090909
M;PSC;AC;Sem Evasão;IE17;2017;;;;;;;;;;5;;8.78;4.5;6.43;6.976923077;30;15;4;0.340909091;0.5;0.8;0.681818182
M;PSC;AC;Sem Evasão;IE17;2012;;;;;;;;;;0.33;;0;1.36;;2.973;82;37;3;0.840909091;0.451219512;0.6;0.480519481
M;Outros;Outro;Sem Evasão;IE17;2016;;;;;;;;;;0;;7.8;6;;6.318387097;38;6;2;0.136363636;0.157894737;0.4;0.181818182
M;PSC;IndepRenda;Sem Evasão;IE17;2018;;;;512.8;585.8;454.8;669.9;760.0;596.66;4.11;0.38;1.22;6.29;0.37;5.228;14;6;3;0.136363636;0.428571429;0.6;0.545454545
M;PSC;Renda;Sem Evasão;IE17;2016;;;;460.1;552.9;514.6;360.4;600.0;497.6;0.89;;0;0.16;0;1.715;17;1;1;0.022727273;0.058823529;0.2;0.03030303
M;SISU;Renda;Sem Evasão;IE17;2014;;;;531.7;503.1;507.7;565.1;520.0;525.52;6;;0;0.22;0;2.612;21;5;3;0.113636364;0.238095238;0.6;0.090909091
M;SISU;Renda;Sem Evasão;IE17;2018;;;;579.3;656.3;615.1;684.4;780.0;663.02;5.47;8.5;5.78;9.5;8.55;8.399;17;10;4;0.227272727;0.588235294;0.8;0.909090909
M;SISU;AC;Desistente;IE17;2014;04/07/2018;2018;;577.4;542.6;541.2;668.3;900.0;645.9;7.33;;0;1.89;0;3.438;13;5;3;0.113636364;0.384615385;0.6;0.090909091
M;SISU;IndepRenda;Sem Evasão;IE17;2017;;;;578.6;576.9;605;672.6;720.0;630.62;6.67;;5.33;4.17;0.35;4.908571429;25;8;3;0.181818182;0.32;0.6;0.363636364
M;Outros;Outro;Sem Evasão;IE17;2016;;;;;;;;;;8;;5;3.25;5.01;6.467;40;28;4;0.636363636;0.7;0.8;0.848484848
M;PSE;Outro;Desistente;IE17;2014;20/12/2018;2018;;;;;;;;9.14;;0;0.51;0;4.549090909;18;3;1;0.068181818;0.166666667;0.2;0.054545455
M;SISU;AC;Sem Evasão;IE17;2018;;;;596.6;618.9;579.8;753.2;720.0;653.7;0.67;;;0.4;;0.393333333;6;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE17;2018;;;;585;606.5;547;694.3;720.0;630.56;0.56;;0;0.6;;3.178571429;9;2;1;0.045454545;0.222222222;0.2;0.181818182
F;PSC;IndepRenda;Sem Evasão;IE17;2018;;;;;;;;;;4.58;6.11;1.22;6.4;5.03;6.086363636;16;8;3;0.181818182;0.5;0.6;0.727272727
M;PSC;AC;Sem Evasão;IE17;2013;;;;384.6;544.2;508.2;357.1;500.0;458.82;5.07;;2;2.17;;5.873333333;75;37;5;0.840909091;0.493333333;1;0.560606061
M;PSC;AC;Sem Evasão;IE17;2017;;;;;;;;;;5.6;;0.8;1.89;0.18;4.158;12;4;3;0.090909091;0.333333333;0.6;0.181818182
M;PSC;AC;Sem Evasão;IE17;2016;;;;578.3;599;614.3;696.8;580.0;613.68;6.11;;0.37;4.87;6.57;6.076;28;14;4;0.318181818;0.5;0.8;0.424242424
M;PSC;IndepRenda;Sem Evasão;IE17;2015;;;;;;;;;;5;;3.28;5.88;2.29;5.016363636;42;16;5;0.363636364;0.380952381;1;0.363636364
M;SISU;AC;Sem Evasão;IE17;2015;;;;647;662.7;594.9;636.3;680.0;644.18;6.17;;4.44;6.7;5.07;6.441818182;43;30;5;0.681818182;0.697674419;1;0.681818182
M;SISU;AC;Sem Evasão;IE17;2018;;;;634.7;701.4;658.2;688.3;720.0;680.52;2.67;;;0;;1.2475;4;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE17;2015;;;;544.3;636.2;613.1;656.1;800.0;649.94;3.17;;0;0.65;0.22;2.751428571;38;5;2;0.113636364;0.131578947;0.4;0.113636364
M;PSC;Renda;Sem Evasão;IE17;2017;;;;;;;;;;0.6;;0;4.2;0.72;3.265833333;20;4;2;0.090909091;0.2;0.4;0.181818182
M;SISU;Renda;Sem Evasão;IE17;2016;;;;546.8;617.2;540.5;668.5;680.0;610.6;0.44;;0;1.8;0;2.056666667;12;1;1;0.022727273;0.083333333;0.2;0.03030303
M;PSC;IndepRenda;Sem Evasão;IE17;2014;;;;;;;;;;6.55;;1.1;1;0.49;4.3;42;15;4;0.340909091;0.357142857;0.8;0.272727273
M;PSC;AC;Sem Evasão;IE17;2018;;;;;;;;;;5.16;1.44;1.44;6.89;1.16;4.224;13;5;4;0.113636364;0.384615385;0.8;0.454545455
M;SISU;AC;Sem Evasão;IE17;2017;;;;594.4;665.5;657.5;781.1;600.0;659.7;0;;0;0.2;;0.63625;8;0;0;0;0;0;0
M;PSC;IndepRenda;Sem Evasão;IE17;2018;;;;605.9;677.2;622.3;730.2;520.0;631.12;8.56;8.33;7.5;9.24;8.87;8.803;15;10;4;0.227272727;0.666666667;0.8;0.909090909
M;SISU;AC;Sem Evasão;IE17;2014;;;;620.5;669.1;646.8;640.4;700.0;655.36;10;;2.33;8.55;5.38;7.289;50;39;5;0.886363636;0.78;1;0.709090909
M;PSC;IndepRenda;Sem Evasão;IE17;2017;;;;505.9;563.9;463.3;532.9;500.0;513.2;4;;0;4.17;1.23;4.561666667;24;11;2;0.25;0.458333333;0.4;0.5
F;SISU;AC;Sem Evasão;IE17;2013;;;;581.7;625.3;494.6;552.8;760.0;602.88;1.33;;;3.77;;3.563636364;65;21;2;0.477272727;0.323076923;0.4;0.318181818
F;SISU;AC;Sem Evasão;IE17;2018;;;;600.8;645.5;689.2;697.3;640.0;654.56;8.77;7.34;1.56;9.6;6.42;7.345555556;13;8;4;0.181818182;0.615384615;0.8;0.727272727
M;PSC;AC;Sem Evasão;IE17;2016;;;;446.3;567.8;415.5;318;400.0;429.52;0.22;;0;0.61;0.02;1.32;21;2;1;0.045454545;0.095238095;0.2;0.060606061
F;SISU;Renda;Sem Evasão;IE17;2015;;;;578.4;584.7;439.8;528.8;720.0;570.34;3.33;;2.94;6.17;3.91;5.689166667;48;26;3;0.590909091;0.541666667;0.6;0.590909091
F;SISU;IndepRenda;Sem Evasão;IE17;2018;;;;609;627;596.5;663.2;820.0;663.14;5.01;6.58;0;9.15;5.04;7.263636364;15;9;4;0.204545455;0.6;0.8;0.818181818
M;PSC;Renda;Sem Evasão;IE17;2014;;;;525.7;532.4;510.7;557.8;580.0;541.32;6;;0.9;0.62;1.86;4.909;32;10;4;0.227272727;0.3125;0.8;0.181818182
M;PSC;Renda;Desistente;IE17;2016;08/02/2019;2019;;;;;;;;0.22;;0;0;0;1.257777778;16;1;0;0.022727273;0.0625;0;0.03030303
M;SISU;AC;Formado;IE17;2013;11/09/2018;2018;;;;;;;;8.53;;5.33;6.5;;7.623333333;64;40;6;0.909090909;0.625;1.2;0.606060606
M;SISU;AC;Formado;IE17;2013;11/09/2018;2018;;536.6;618.4;628.1;678.1;820.0;656.24;6.73;;5.5;6.23;;6.833076923;62;40;6;0.909090909;0.64516129;1.2;0.606060606
M;PSC;AC;Sem Evasão;IE17;2018;;;;;;;;;;8.33;5.72;3.44;7.66;5.01;7.066;15;9;4;0.204545455;0.6;0.8;0.818181818
M;PSE;Outro;Sem Evasão;IE17;2014;;;;;;;;;;8;;8;5.73;3.91;6.772727273;52;26;4;0.590909091;0.5;0.8;0.472727273
M;SISU;IndepRenda;Sem Evasão;IE17;2016;;;;571.5;609.1;571.8;458.8;660.0;574.24;0.22;;0;5.67;0;2.952;23;5;4;0.113636364;0.217391304;0.8;0.151515152
M;SISU;IndepRenda;Sem Evasão;IE17;2016;;;;597.1;591.6;558.1;703.2;680.0;626;2.78;;2.78;3.1;0.64;4.341818182;26;5;1;0.113636364;0.192307692;0.2;0.151515152
M;PSC;Renda;Sem Evasão;IE17;2016;;;;526.9;636.8;513.8;461.8;560.0;539.86;0.89;;0.08;1.4;3.18;4.277;28;7;3;0.159090909;0.25;0.6;0.212121212
F;PSE;Outro;Formado;IE17;2015;21/02/2019;2019;;553.9;613.9;544.3;624.6;640.0;595.34;6.87;;7.83;10;9.52;8.6025;47;37;5;0.840909091;0.787234043;1;0.840909091
M;SISU;AC;Formado;IE17;2014;04/09/2018;2018;;666;703.1;559.9;632.2;900.0;692.24;10;;3.97;7.78;6.43;7.269;49;30;4;0.681818182;0.612244898;0.8;0.545454545
F;SISU;AC;Sem Evasão;IE17;2015;;;;592.6;645.6;550.2;558.8;780.0;625.44;8;;7.78;5;;6.892222222;50;22;3;0.5;0.44;0.6;0.5
F;PSC;Renda;Sem Evasão;IE17;2017;;;;;;;;;;0;;;0;;0;5;0;0;0;0;0;0
F;SISU;IndepRenda;Sem Evasão;IE17;2018;;;;519;610.3;524.4;720.9;800.0;634.92;10;6.8;10;9.6;8.3;8.645;26;8;4;0.181818182;0.307692308;0.8;0.727272727
F;SISU;IndepRenda;Sem Evasão;IE17;2017;;;;604.1;619.3;548.9;522.1;600.0;578.88;3.33;;0.22;2.97;0.37;3.338333333;27;10;1;0.227272727;0.37037037;0.2;0.454545455
M;PSC;AC;Sem Evasão;IE17;2018;;;;;;;;;;2.67;0.27;1.11;1.28;;3.917777778;13;3;1;0.068181818;0.230769231;0.2;0.272727273
F;PSC;Renda;Sem Evasão;IE17;2017;;;;583.7;595.3;505.4;590.7;720.0;599.02;3.5;;0;2.07;0.08;1.565;11;1;1;0.022727273;0.090909091;0.2;0.045454545
M;PSC;AC;Desistente;IE17;2012;04/07/2018;2018;;;;;;;;0;;;0;;0.19;48;7;0;0.159090909;0.145833333;0;0.090909091
F;SISU;AC;Sem Evasão;IE17;2013;;;;537.7;572;537.8;593.1;700.0;588.12;1.59;;;6.57;;5.849166667;78;38;4;0.863636364;0.487179487;0.8;0.575757576
F;SISU;Renda;Sem Evasão;IE17;2018;;;;590.1;586.5;567.8;639.3;800.0;636.74;4.51;1.38;1.67;5.36;0;5.072;12;6;3;0.136363636;0.5;0.6;0.545454545
M;SISU;IndepRenda;Sem Evasão;IE17;2016;;;;579;599.8;480.2;479.6;680.0;563.72;0.67;;0;6.04;5;5.382222222;31;17;4;0.386363636;0.548387097;0.8;0.515151515
M;SISU;IndepRenda;Sem Evasão;IE17;2016;;;;537.6;668.3;533.2;689.9;680.0;621.8;0;;;0.22;;0.044;7;0;0;0;0;0;0
M;PSC;IndepRenda;Sem Evasão;IE17;2017;;;;;;;;;;4.27;;0.17;2.37;0.17;4.378333333;25;12;3;0.272727273;0.48;0.6;0.545454545
M;PSC;AC;Sem Evasão;IE17;2018;;;;570.9;591;599.2;636.4;640.0;607.5;2.99;1.19;1.78;1.73;;4.73;14;5;2;0.113636364;0.357142857;0.4;0.454545455
M;SISU;AC;Sem Evasão;IE17;2015;;;;595.8;628.5;599;574.2;620.0;603.5;6;;8.43;7.08;;6.40875;48;13;3;0.295454545;0.270833333;0.6;0.295454545
M;PSC;AC;Sem Evasão;IE17;2014;;;;;;;;;;7.11;;1;7.3;5.79;6.423;65;30;5;0.681818182;0.461538462;1;0.545454545
M;SISU;AC;Sem Evasão;IE17;2017;;;;636.7;641.6;674.6;638;700.0;658.18;8.77;;9;4.25;;8.130833333;17;13;4;0.295454545;0.764705882;0.8;0.590909091
M;SISU;AC;Sem Evasão;IE17;2015;;;;578.5;611.1;601.7;721.1;640.0;630.48;7.17;;6.17;4.05;6.65;7.363076923;50;34;4;0.772727273;0.68;0.8;0.772727273
M;PSC;Renda;Formado;IE17;2015;11/09/2018;2018;;581.3;639;554.9;508.5;500.0;556.74;6.83;;6.68;6.17;9.11;6.903333333;47;41;4;0.931818182;0.872340426;0.8;0.931818182
M;SISU;AC;Sem Evasão;IE17;2016;;;;624.3;694;561;562;960.0;680.26;10;;7.33;3.55;0;5.750714286;23;5;2;0.113636364;0.217391304;0.4;0.151515152
M;PSC;AC;Sem Evasão;IE17;2018;;;;;;;;;;0.56;0.16;0;4.59;;2.794444444;13;3;1;0.068181818;0.230769231;0.2;0.272727273
M;PSC;AC;Desistente;IE17;2015;04/07/2018;2018;;;;;;;;0;;;0;;0;5;0;0;0;0;0;0
M;PSC;IndepRenda;Sem Evasão;IE17;2016;;;;;;;;;;1.78;;0.33;3.2;1.18;4.181111111;34;17;3;0.386363636;0.5;0.6;0.515151515
M;SISU;AC;Sem Evasão;IE17;2013;;;;573.5;579.5;650.2;712.3;660.0;635.1;5;;3;6.83;;5.664166667;64;25;6;0.568181818;0.390625;1.2;0.378787879
F;PSC;AC;Sem Evasão;IE17;2015;;;;518.2;589.1;526.7;522.1;560.0;543.22;2.67;;;0.67;;3.747777778;22;5;2;0.113636364;0.227272727;0.4;0.113636364
M;SISU;AC;Desistente;IE17;2013;04/07/2018;2018;;541.3;546.7;494.2;589.1;740.0;582.26;1.53;;;0.92;;0.89;16;0;0;0;0;0;0
M;SISU;AC;Formado;IE17;2015;11/09/2018;2018;;633;654.6;565.8;689.3;700.0;648.54;8;;6.79;9.85;9.68;8.594166667;44;41;5;0.931818182;0.931818182;1;0.931818182
M;SISU;Renda;Sem Evasão;IE17;2017;;;;580;636.7;622.6;580;740.0;631.86;6.3;;5.12;5.19;;7.1545;36;20;3;0.454545455;0.555555556;0.6;0.909090909
